title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,url,categoryName
Educare Academy Luanshya,4,1,Plot # 85 Riverside Avenue Luanshya Luanshya ZM,Luanshya,,ZM,,+260 97 7275186,Education center,,,,https://www.google.com/maps/search/?api=1&query=Educare%20Academy%20Luanshya&query_place_id=ChIJbeQrC4SlbBkRJ3LTuKPfCDA,Education center
Luanshya Central Secondary School,,,Luanshya central High school,Luanshya,,ZM,,,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Luanshya%20Central%20Secondary%20School&query_place_id=ChIJ16pPYrqkbBkRbjjayF1JLYc,Secondary school
Woodpecker Day School,3.7,3,VCGF+753,Luanshya,,ZM,https://www.facebook.com/woodpeckerdbs,+260 97 6667431,Education center,,,,https://www.google.com/maps/search/?api=1&query=Woodpecker%20Day%20School&query_place_id=ChIJPcwKA8ulbBkRJMA5M4rn1k4,Education center
Luanshya Trust School,,,VCG6+VR9,Luanshya,,ZM,,,High school,,,,https://www.google.com/maps/search/?api=1&query=Luanshya%20Trust%20School&query_place_id=ChIJpT_fgCK7bBkRDZrH8u0UTgE,High school
Sino-Zam Vocational college hostels,4.6,5,V9FX+MX2,Luanshya,,ZM,,+260 96 6605585,Student dormitory,,,,https://www.google.com/maps/search/?api=1&query=Sino-Zam%20Vocational%20college%20hostels&query_place_id=ChIJUfjS7oClbBkRe3E23nb_0g0,Student dormitory
Natasha Primary School,,,"VCG9+27R, Funyama Ave",Luanshya,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Natasha%20Primary%20School&query_place_id=ChIJ_XNMLZylbBkR7JOxlv6U0BU,Primary school
Luanshya Boys Secondary School,,,Luanshya Boys Secondary School,Luanshya,,ZM,,+260 97 1035041,Boys' high school,,,,https://www.google.com/maps/search/?api=1&query=Luanshya%20Boys%20Secondary%20School&query_place_id=ChIJtcAz3dCkbBkRzTJNhrEHy1w,Boys' high school
Hanniel Boys School,,,VFXM+G5F,Luanshya,,ZM,,+260 97 9158455,General education school,,,,https://www.google.com/maps/search/?api=1&query=Hanniel%20Boys%20School&query_place_id=ChIJ9V6r-6a6bBkR6OTshXDOE8s,General education school
Premium College of Health Sciences,2.3,3,VC48+HGR,Luanshya,,ZM,,,College,,,,https://www.google.com/maps/search/?api=1&query=Premium%20College%20of%20Health%20Sciences&query_place_id=ChIJI2j4ZZ-lbBkRcfRb8IJYETw,College
Mazzieri Primary School,,,RCXR+QQ7,Luanshya,,ZM,,,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Mazzieri%20Primary%20School&query_place_id=ChIJw7PwNzWlbBkRWK-V_Z1RH_M,Elementary school
Silver maple college of education and health sciences,4.4,10,,Luanshya,,ZM,https://www.geniuseduerp.com:9300/admin/onlineadmissioncollege/silvermaplecollege/58/306/new,+260 97 6101560,College,,,,https://www.google.com/maps/search/?api=1&query=Silver%20maple%20college%20of%20education%20and%20health%20sciences&query_place_id=ChIJQYQbWzalbBkRaFsBufpe1qg,College
LUANSHYA COLLEGE OF EDUCATION,5,1,,Luanshya,,ZM,,,Teachers college,,,,https://www.google.com/maps/search/?api=1&query=LUANSHYA%20COLLEGE%20OF%20EDUCATION&query_place_id=ChIJOW2y7S67bBkRMtjqA_J1fJQ,Teachers college
Copperstone University,4.2,38,Plot number 38002,Luanshya,,ZM,https://copperstoneuniversity.ac.zm/,+260 77 6115929,Private university,,,,https://www.google.com/maps/search/?api=1&query=Copperstone%20University&query_place_id=ChIJga1kZwy5bBkRrhbFZIwIOFY,Private university
ST Barnabas Academy Pamodzi,,,3JG7+VMX,Ndola,,ZM,,+260 96 5005466,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=ST%20Barnabas%20Academy%20Pamodzi&query_place_id=ChIJa85L2fvLbBkR3-T7gyHwHSM,Private educational institution
Kasama School Of Nursing,4.2,17,Q5QJ+HRV,Kasama,,ZM,,+260 96 3703743,Nursing school,,,,https://www.google.com/maps/search/?api=1&query=Kasama%20School%20Of%20Nursing&query_place_id=ChIJS-pc36fICBkR2CJ38BT-coQ,Nursing school
Lighthouse Christian School,,,"Lechwe Close, 5396/7",Ndola,,ZM,https://www.lighthousechristianschoolzambia.com/,+260 97 7857179,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Lighthouse%20Christian%20School&query_place_id=ChIJN7bKkLK1bBkRvfwmxJ9dYIQ,Religious school
National College Of Health Sciences,4.2,6,XJQJ+5HW,Ndola,,ZM,,,College,,,,https://www.google.com/maps/search/?api=1&query=National%20College%20Of%20Health%20Sciences&query_place_id=ChIJXwsQzRu1bBkR9pqovRq4fEQ,College
Copperbelt Nursing Polytechnic,4.9,7,"2JCW+RX5, Lufunsa Ave",Ndola,,ZM,,+260 97 8752504,Nursing school,,,,https://www.google.com/maps/search/?api=1&query=Copperbelt%20Nursing%20Polytechnic&query_place_id=ChIJydbJC7-1bBkRZPweWiNAkTg,Nursing school
Ndeke Caritas Secondary School,,,"XMV8+699, Ndeke Rd",Ndola,,ZM,,+260 77 6279483,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Ndeke%20Caritas%20Secondary%20School&query_place_id=ChIJ7xIkn6m0bBkRM72lSY6doZc,Secondary school
Vinjeru Trust School,,,2P82+XR3,Kapiri Mposhi,,ZM,http://www.vinjeruschooltrust.org/,+260 96 5125111,Boarding school,,,,https://www.google.com/maps/search/?api=1&query=Vinjeru%20Trust%20School&query_place_id=ChIJv5iVdhQrFRkRqmNqum2UdS0,Boarding school
Pillar of knowledge College,3,4,Q5JR+VVG,Kasama,,ZM,,+260 96 1125308,College,,,,https://www.google.com/maps/search/?api=1&query=Pillar%20of%20knowledge%20College&query_place_id=ChIJOaQ4yOvJCBkRR_djegH6oIc,College
"Kanyenda Mission Center Private School, Zambia",,,D486,,,ZM,,+46 70 333 38 40,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Kanyenda%20Mission%20Center%20Private%20School%2C%20Zambia&query_place_id=ChIJP6K9cllmaxkROvSsc4V3hnY,Private educational institution
Bethel Primary School,,,"XJHG+WH6, Kasama Rd",Ndola,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Bethel%20Primary%20School&query_place_id=ChIJ7eK2vvuzbBkR1MVCfImUg18,Primary school
Granda Prosperous Private School,,,"XJ9H+XJ5, Nile Rd",Ndola,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Granda%20Prosperous%20Private%20School&query_place_id=ChIJp3TpKGKzbBkRjIpw3EeY96I,Private educational institution
Masala High School,,,"XJRV+872, Luombe Rd",Ndola,,ZM,,+260 212 660 104,High school,,,,https://www.google.com/maps/search/?api=1&query=Masala%20High%20School&query_place_id=ChIJt_3kMZy0bBkR9hmMVOjZgaE,High school
Mapanza House School,,,"10 Mapanza Avenue, Town Centre, Ndola, Copperbelt Province",Ndola,,ZM,,+260 212 610 281,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Mapanza%20House%20School&query_place_id=ChIJo4p5CB61bBkREjtxQeWFy4w,Elementary school
Victoria Falls University of Technology,4.4,25,"Plot 2621 Nakatindi Road, M10",Livingstone,,ZM,http://www.vfu.ac.zm/,+260 97 4744329,University,,,,https://www.google.com/maps/search/?api=1&query=Victoria%20Falls%20University%20of%20Technology&query_place_id=ChIJI1N_dGz6TxkR7hAwLxB8qBE,University
LIVINGSTONE INSTITUTE OF BUSINESS AND ENGINEERING STUDIES,4.1,82,,Livingstone,,ZM,,+260 213 321 249,Junior college,,,,https://www.google.com/maps/search/?api=1&query=LIVINGSTONE%20INSTITUTE%20OF%20BUSINESS%20AND%20ENGINEERING%20STUDIES&query_place_id=ChIJmSc_bWz6TxkRPBVnDU28WlU,Junior college
David Livingstone College of Education (DALICE),3.9,59,Dambwa north,Livingstone,,ZM,,+260 213 321 249,College,,,,https://www.google.com/maps/search/?api=1&query=David%20Livingstone%20College%20of%20Education%20(DALICE)&query_place_id=ChIJtYl2Kj76TxkRUKNtDk7hUfM,College
Doodle Academy,,,"2JQM+HGR, Chintu Ave",Ndola,,ZM,,+260 96 4057565,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Doodle%20Academy&query_place_id=ChIJIfeWUA-1bBkRn-RDqarA8ns,Elementary school
EVANGELICAL UNIVERSITY,5,4,49 Tanzania Rd,Ndola,,ZM,https://www.evangelicaluniversity.ac.zm/,+260 95 0950776,University,,,,https://www.google.com/maps/search/?api=1&query=EVANGELICAL%20UNIVERSITY&query_place_id=ChIJa6MV8wu1bBkRmntroqaG-wc,University
Theological College of Central Africa,4.2,5,"2JVJ+QR5, Kwacha Rd",Ndola,,ZM,,+260 96 8500836,University,,,,https://www.google.com/maps/search/?api=1&query=Theological%20College%20of%20Central%20Africa&query_place_id=ChIJGbMH9wu1bBkRqitGyw_q-v0,University
Sathya Sai School,,,3JG9+669,Ndola,,ZM,,+260 96 6096460,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Sathya%20Sai%20School&query_place_id=ChIJM6t4qXvKbBkRMdJQZEP8PhY,Combined primary and secondary school
Victoria Falls Backpackers Zambia,4.2,210,559 Mokambo Rd,Livingstone,,ZM,http://www.victoriafallsbackpackerszambia.com/,+260 77 2355666,Hostel,Lodging,,,https://www.google.com/maps/search/?api=1&query=Victoria%20Falls%20Backpackers%20Zambia&query_place_id=ChIJ15FcjqFhbBkRpQgrq1uE6h4,Hostel
Nalituwe Basic School,,,5V65+W24,Livingstone,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Nalituwe%20Basic%20School&query_place_id=ChIJ7ZsaD6bwTxkR3efm4rE1RxU,Primary school
Free Haven Community Initiative,4.9,21,"Ellaine Britel, Plot 2644/430 Mushili Way Rd",Livingstone,,ZM,http://www.fhcizambia.org/,+260 77 9318343,Non-profit organization,Non-governmental organization,,,https://www.google.com/maps/search/?api=1&query=Free%20Haven%20Community%20Initiative&query_place_id=ChIJIUzkLCAP9moReIx4p1x2Fls,Non-profit organization
Skyways Trust School,,,XMP4+M4M,Ndola,,ZM,,+260 96 5199508,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Skyways%20Trust%20School&query_place_id=ChIJawqbniizbBkRUiVnZ_LfwNg,Educational institution
Truddies Primary School,,,4552 Pamodzi Rd,Ndola,,ZM,,+260 97 9933469,Primary school,Event venue,,,https://www.google.com/maps/search/?api=1&query=Truddies%20Primary%20School&query_place_id=ChIJtbBKUuvLbBkRLXkSq3Pjp-w,Primary school
Bloom Beauty School,5,10,,Ndola,,ZM,https://www.facebook.com/learnwithbloom?mibextid=ZbWKwL,+260 97 8400044,Training center,,,,https://www.google.com/maps/search/?api=1&query=Bloom%20Beauty%20School&query_place_id=ChIJH1xEkC21bBkRMXibSajrFWw,Training center
Kalande Memorial Primary School,,,"2JRW+4HR, Chinika Rd",Ndola,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Kalande%20Memorial%20Primary%20School&query_place_id=ChIJ9QO0z-O1bBkR5t1EjhzvtpA,Primary school
"Grace Mission Secondary School, Zambia",,,184 Kanyanje Ward,Ndola,,ZM,,+260 96 4000651,High school,,,,https://www.google.com/maps/search/?api=1&query=Grace%20Mission%20Secondary%20School%2C%20Zambia&query_place_id=ChIJI_v5ctC1bBkRfdm-zJ1yID8,High school
Arthur David College of Paediatric and Child Health Nursing,3,2,"2JWX+9F5, Lupili St",Ndola,,ZM,,+260 77 9761032,College,,,,https://www.google.com/maps/search/?api=1&query=Arthur%20David%20College%20of%20Paediatric%20and%20Child%20Health%20Nursing&query_place_id=ChIJvYMQehW1bBkRmYBtnEsvRq0,College
Ndola School Of Nursing,3.9,10,"Teaching Hospital, T3",Ndola,,ZM,,+260 95 6074932,Nursing school,,,,https://www.google.com/maps/search/?api=1&query=Ndola%20School%20Of%20Nursing&query_place_id=ChIJVVVVQQK1bBkR64XOSEqVr54,Nursing school
Ndola College Of Nursing And Midwifery,,,"2JHM+5WC, T3",Ndola,,ZM,,,College,,,,https://www.google.com/maps/search/?api=1&query=Ndola%20College%20Of%20Nursing%20And%20Midwifery&query_place_id=ChIJWX_KagC1bBkR4OBypyfs4f0,College
Zambia University College of Technology (ZUT),4.2,140,"3J4W+J7Q, Kalewa Rd",Ndola,,ZM,https://zut.ac.zm/,+260 96 4492551,University,,,,https://www.google.com/maps/search/?api=1&query=Zambia%20University%20College%20of%20Technology%20(ZUT)&query_place_id=ChIJDcIPb2y1bBkRqjfz738G9hE,University
Itawa Primary School,,,2M78+M75,Ndola,,ZM,,+260 95 5887121,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Itawa%20Primary%20School&query_place_id=ChIJFdJyC8m0bBkR6dnGxOKIiaw,Primary school
ITAWA COLLEGE OF NURSING,5,1,Chikola Cres,Ndola,,ZM,,+260 97 2082069,College,,,,https://www.google.com/maps/search/?api=1&query=ITAWA%20COLLEGE%20OF%20NURSING&query_place_id=ChIJL5O_9ay1bBkRfxyoHv-vyVo,College
Chiwala Boys Secondary School,,,"XMWH+4X6, Chiwala Rd",Ndola,,ZM,,+260 96 9168816,Boys' high school,,,,https://www.google.com/maps/search/?api=1&query=Chiwala%20Boys%20Secondary%20School&query_place_id=ChIJmRKtj1ZLExkR2R_Aj3YrnM0,Boys' high school
Mwanike Driving School,,,"New wing, Mosi-O-Tunya Building, Room 411 Mosi-o-tunya road",Livingstone,,ZM,https://www.facebook.com/profile.php?id=100064063603651&mibextid=LQQJ4d,+260 97 7128699,Driving school,,,,https://www.google.com/maps/search/?api=1&query=Mwanike%20Driving%20School&query_place_id=ChIJcZDXtZvxTxkRsPu0llU-ojE,Driving school
Mosi-Oa-Tunya Building,4,156,217 Livingstone Way,Livingstone,,ZM,,+260 97 7957187,Business center,,,,https://www.google.com/maps/search/?api=1&query=Mosi-Oa-Tunya%20Building&query_place_id=ChIJY49_ep_wTxkR6WadY92zL8c,Business center
ELISHA PRIMARY SCHOOL,,,"2J5X+PVX, MAZI, MOYO STREET",Ndola,,ZM,,+260 96 6579111,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=ELISHA%20PRIMARY%20SCHOOL&query_place_id=ChIJXXqQ2bm1bBkRvIoqD6uYNI4,Private educational institution
namatama school,,,5V8G+7WM,Livingstone,,ZM,,+260 97 8681022,General education school,,,,https://www.google.com/maps/search/?api=1&query=namatama%20school&query_place_id=ChIJzYTaYXrxTxkRhMId17fJH54,General education school
SOS Children's Village Livingstone,4.1,101,T1,Livingstone,,ZM,,+260 211 281 707,Charity,Non-profit organization,,,https://www.google.com/maps/search/?api=1&query=SOS%20Children's%20Village%20Livingstone&query_place_id=ChIJ_eJU1Vn3TxkRNYHJcedjtVA,Charity
National Institute of Public Administration,4.1,33,,Ndola,,ZM,http://www.nipa.ac.zm/,+260 212 614 822,Public university,,,,https://www.google.com/maps/search/?api=1&query=National%20Institute%20of%20Public%20Administration&query_place_id=ChIJpzLtfhi1bBkRFRXXp0HF03I,Public university
